
,,Sales Person,Geography,Product,Date,Sales,Boxes
,,Husein Augar,Canada  ,Caramel Stuffed Bars,01/22/2024,13297.5,193
,,Roddy Speechley,New Zealand   ,50% Dark Bites,11/09/2023,12105,526
,,Camilla Castle,New Zealand ,Spicy Special Slims,03/13/2023,3420,247
,,Husein Augar,USA,70% Dark Bites,12/12/2023,423,188
,,Camilla Castle,Canada   ,50% Dark Bites,07/19/2023,10363.5,914
,,Camilla Castle,Australia  ,Fruit & Nut Bars,01/02/2024,6520.5,195
,,Curtice Advani,New Zealand,Drinking Coco,09/28/2023,5915.25,196
,,Dotty Strutley,India  ,Milk Bars,06/27/2023,632.25,286
,,Brien Boise,Canada  ,Eclairs,08/30/2023,3127.5,197
,,Gunar Cockshoot,USA   ,Fruit & Nut Bars,10/06/2023,11882.25,440
,,Van Tuxwell,Australia ,Peanut Butter Cubes,05/29/2023,8590.5,641
,,Madelene Upcott,Canada ,Caramel Stuffed Bars,04/14/2023,11178,509
,,Camilla Castle,UK   ,Milk Bars,07/17/2023,1228.5,334
,,Wilone O'Kielt,Canada  ,Smooth Silky Salty,01/29/2024,1678.5,595
,,Gigi Bohling,UK   ,99% Dark & Pure,02/16/2023,5901.75,400
,,Marney O'Breen,Australia,Smooth Silky Salty,07/04/2023,9362.25,80
,,Oby Sorrel,Australia   ,Mint Chip Choco,10/31/2023,4947.75,272
,,Van Tuxwell,UK ,Smooth Silky Salty,01/02/2024,8867.25,336
,,Mallorie Waber,Australia ,Orange Choco,11/01/2023,3413.25,599
,,Gunar Cockshoot,Canada,Fruit & Nut Bars,06/09/2023,8127,445
,,Husein Augar,UK  ,Organic Choco Syrup,01/22/2024,303.75,698
,,Beverie Moffet,Canada   ,White Choc,07/04/2023,4394.25,846
,,Jehu Rudeforth,Australia   ,Milk Bars,04/07/2023,3793.5,201
,,Dennison Crosswaite,USA  ,Drinking Coco,08/08/2023,6408,587
,,Roddy Speechley,Australia ,Fruit & Nut Bars,05/30/2023,7575.75,1
,,Jan Morforth,India,Spicy Special Slims,03/09/2023,6630.75,375
,,Kelci Walkden,Australia ,Drinking Coco,06/26/2023,3179.25,785
,,Mallorie Waber,Canada,Spicy Special Slims,12/27/2023,2225.25,167
,,Wilone O'Kielt,UK ,Almond Choco,05/24/2023,805.5,592
,,Wilone O'Kielt,New Zealand  ,White Choc,09/22/2023,9445.5,495
,,Ches Bonnell,UK  ,70% Dark Bites,05/23/2023,4515.75,166
,,Gigi Bohling,UK   ,Orange Choco,12/11/2023,2760.75,411
,,Jan Morforth,Canada   ,Drinking Coco,11/21/2023,8518.5,266
,,Jan Morforth,New Zealand   ,Milk Bars,08/02/2023,4178.25,42
,,Madelene Upcott,Australia  ,Raspberry Choco,02/28/2024,1903.5,175
,,Barr Faughny,India   ,Raspberry Choco,10/06/2023,720,81
,,Ches Bonnell,Australia,After Nines,10/10/2023,4482,96
,,Ches Bonnell,UK  ,White Choc,06/14/2023,4036.5,205
,,Rafaelita Blaksland,India  ,Orange Choco,04/03/2023,1217.25,338
,,Gunar Cockshoot,Canada ,Raspberry Choco,11/23/2023,1233,849
,,Beverie Moffet,India ,Baker's Choco Chips,11/07/2023,3521.25,191
,,Marney O'Breen,Canada,Milk Bars,12/15/2023,4070.25,61
,,Jehu Rudeforth,New Zealand   ,Baker's Choco Chips,01/08/2024,11301.75,130
,,Brien Boise,Canada   ,Mint Chip Choco,12/06/2023,6392.25,243
,,Andria Kimpton,UK   ,White Choc,05/11/2023,5985,815
,,Mallorie Waber,USA  ,Milk Bars,02/06/2023,3384,303
,,Ches Bonnell,New Zealand ,Peanut Butter Cubes,02/17/2023,10352.25,179
,,Brien Boise,New Zealand   ,Fruit & Nut Bars,05/19/2023,9825.75,106
,,Camilla Castle,Canada ,Organic Choco Syrup,08/10/2023,3377.25,36
,,Marney O'Breen,USA ,Peanut Butter Cubes,01/03/2024,8889.75,141
,,Brien Boise,India   ,After Nines,02/06/2024,582.75,240
,,Mallorie Waber,New Zealand ,85% Dark Bars,01/24/2024,2922.75,476
,,Barr Faughny,Canada  ,Caramel Stuffed Bars,12/08/2023,8829,674
,,Marney O'Breen,Australia,Orange Choco,02/08/2024,1883.25,26
,,Camilla Castle,USA   ,Organic Choco Syrup,05/11/2023,16533,385
,,Wilone O'Kielt,Australia   ,Drinking Coco,05/30/2023,7078.5,346
,,Wilone O'Kielt,UK ,Organic Choco Syrup,03/28/2023,686.25,167
,,Van Tuxwell,UK  ,After Nines,06/12/2023,3282.75,222
,,Brien Boise,UK   ,Orange Choco,12/11/2023,14269.5,439
,,Curtice Advani,Canada   ,50% Dark Bites,06/23/2023,5996.25,1759
,,Jan Morforth,New Zealand   ,Smooth Silky Salty,08/16/2023,4731.75,486
,,Curtice Advani,India  ,Choco Coated Almonds,02/13/2024,19201.5,361
,,Wilone O'Kielt,New Zealand  ,99% Dark & Pure,02/13/2023,5760,98
,,Jan Morforth,UK,99% Dark & Pure,02/20/2023,5940,378
,,Gigi Bohling,New Zealand ,Baker's Choco Chips,10/24/2023,2956.5,97
,,Rafaelita Blaksland,India,Milk Bars,07/20/2023,411.75,156
,,Jehu Rudeforth,New Zealand,85% Dark Bars,01/17/2024,9254.25,590
,,Curtice Advani,New Zealand ,Milk Bars,02/28/2024,299.25,224
,,Mallorie Waber,UK,Orange Choco,01/03/2024,1658.25,571
,,Mallorie Waber,Canada ,Baker's Choco Chips,09/05/2023,2603.25,498
,,Madelene Upcott,Canada ,Raspberry Choco,02/01/2023,6718.5,200
,,Brien Boise,USA  ,Manuka Honey Choco,12/22/2023,40.5,157
,,Brien Boise,UK,Eclairs,06/07/2023,5204.25,53
,,Curtice Advani,UK ,70% Dark Bites,01/19/2024,5973.75,361
,,Jehu Rudeforth,UK   ,85% Dark Bars,07/24/2023,7434,80
,,Andria Kimpton,UK  ,50% Dark Bites,02/06/2023,4338,529
,,Oby Sorrel,India   ,Fruit & Nut Bars,10/26/2023,8406,672
,,Barr Faughny,USA  ,Almond Choco,09/13/2023,2828.25,772
,,Roddy Speechley,India ,Choco Coated Almonds,03/02/2023,2538,80
,,Rafaelita Blaksland,India,Spicy Special Slims,09/20/2023,4232.25,73
,,Curtice Advani,UK ,Fruit & Nut Bars,05/22/2023,522,444
,,Beverie Moffet,India   ,Smooth Silky Salty,12/26/2023,3127.5,373
,,Ches Bonnell,Canada ,50% Dark Bites,02/06/2024,2981.25,133
,,Madelene Upcott,India  ,Milk Bars,11/01/2023,506.25,195
,,Kaine Padly,USA  ,Orange Choco,04/27/2023,2540.25,284
,,Van Tuxwell,USA ,85% Dark Bars,11/09/2023,182.25,446
,,Gigi Bohling,USA ,White Choc,04/20/2023,3210.75,126
,,Camilla Castle,India,Organic Choco Syrup,06/23/2023,8640,553
,,Beverie Moffet,New Zealand,Eclairs,08/22/2023,1352.25,350
,,Oby Sorrel,Canada  ,Milk Bars,02/14/2023,6331.5,220
,,Jehu Rudeforth,UK  ,99% Dark & Pure,01/04/2024,8183.25,454
,,Jan Morforth,Canada,Choco Coated Almonds,03/06/2023,7805.25,149
,,Marney O'Breen,Canada ,Manuka Honey Choco,04/06/2023,12971.25,129
,,Kaine Padly,India ,Smooth Silky Salty,09/12/2023,11133,24
,,Karlen McCaffrey,UK,Baker's Choco Chips,02/08/2024,276.75,1092
,,Kelci Walkden,India   ,99% Dark & Pure,02/28/2023,10444.5,214
,,Oby Sorrel,USA,Manuka Honey Choco,03/30/2023,4306.5,177
,,Jan Morforth,UK   ,Smooth Silky Salty,02/02/2024,6495.75,590
,,Van Tuxwell,New Zealand   ,Almond Choco,02/02/2023,10525.5,585
,,Ches Bonnell,USA,Manuka Honey Choco,08/01/2023,1608.75,19
,,Oby Sorrel,USA   ,After Nines,03/14/2023,747,311
,,Gigi Bohling,New Zealand   ,After Nines,06/07/2023,7573.5,97
,,Karlen McCaffrey,Canada,Organic Choco Syrup,07/21/2023,2488.5,527
,,Gigi Bohling,Canada  ,Peanut Butter Cubes,02/10/2023,9540,62
,,Beverie Moffet,New Zealand ,50% Dark Bites,09/15/2023,10350,320
,,Dennison Crosswaite,Canada,Milk Bars,08/01/2023,5800.5,61
,,Van Tuxwell,UK,Choco Coated Almonds,02/02/2024,6034.5,91
,,Rafaelita Blaksland,New Zealand  ,85% Dark Bars,03/17/2023,3714.75,184
,,Roddy Speechley,USA   ,99% Dark & Pure,08/29/2023,2238.75,208
,,Brien Boise,USA ,Manuka Honey Choco,07/19/2023,1604.25,252
,,Beverie Moffet,USA  ,Caramel Stuffed Bars,07/03/2023,3813.75,549
,,Jehu Rudeforth,Canada,85% Dark Bars,04/07/2023,4790.25,142
,,Dennison Crosswaite,Australia  ,White Choc,01/02/2024,10075.5,37
,,Jan Morforth,India   ,Raspberry Choco,01/23/2024,13005,237
,,Husein Augar,India  ,Organic Choco Syrup,06/07/2023,17178.75,808
,,Marney O'Breen,India   ,Organic Choco Syrup,12/11/2023,11076.75,187
,,Madelene Upcott,India  ,White Choc,08/18/2023,9715.5,76
,,Gigi Bohling,New Zealand   ,Fruit & Nut Bars,04/27/2023,7843.5,446
,,Kaine Padly,Canada  ,Organic Choco Syrup,02/12/2024,4565.25,774
,,Andria Kimpton,Canada,Drinking Coco,03/27/2023,4464,310
,,Ches Bonnell,UK  ,Organic Choco Syrup,11/09/2023,3705.75,246
,,Husein Augar,UK  ,Spicy Special Slims,12/07/2023,5069.25,61
,,Gigi Bohling,New Zealand   ,Baker's Choco Chips,05/25/2023,8127,826
,,Karlen McCaffrey,Australia ,White Choc,02/05/2024,216,510
,,Andria Kimpton,India   ,Fruit & Nut Bars,09/22/2023,1300.5,26
,,Marney O'Breen,India   ,50% Dark Bites,03/01/2023,4419,296
,,Camilla Castle,Canada ,White Choc,07/24/2023,6853.5,67
,,Jehu Rudeforth,UK  ,Mint Chip Choco,10/09/2023,2513.25,347
,,Kaine Padly,UK  ,Caramel Stuffed Bars,03/27/2023,513,1386
,,Beverie Moffet,Australia  ,Spicy Special Slims,02/21/2024,10557,47
,,Van Tuxwell,UK   ,Mint Chip Choco,09/14/2023,816.75,658
,,Karlen McCaffrey,USA   ,Eclairs,02/21/2024,1023.75,1243
,,Oby Sorrel,Australia ,Peanut Butter Cubes,11/23/2023,10604.25,185
,,Jehu Rudeforth,India,Caramel Stuffed Bars,10/09/2023,758.25,115
,,Kaine Padly,USA   ,Smooth Silky Salty,10/06/2023,4358.25,260
,,Kelci Walkden,Australia,Raspberry Choco,01/18/2024,4376.25,7
,,Barr Faughny,USA ,Eclairs,02/14/2024,1629,683
,,Brien Boise,UK ,Eclairs,05/12/2023,4142.25,976
,,Kelci Walkden,New Zealand  ,Drinking Coco,05/19/2023,5382,286
,,Jehu Rudeforth,New Zealand ,Peanut Butter Cubes,11/13/2023,11101.5,228
,,Gigi Bohling,Australia ,Milk Bars,05/12/2023,6873.75,230
,,Roddy Speechley,New Zealand  ,Mint Chip Choco,03/21/2023,4171.5,259
,,Madelene Upcott,Canada,Orange Choco,03/03/2023,9479.25,657
,,Karlen McCaffrey,New Zealand ,Caramel Stuffed Bars,11/09/2023,5787,636
,,Camilla Castle,India  ,99% Dark & Pure,03/01/2023,6205.5,259
,,Dotty Strutley,UK  ,50% Dark Bites,09/14/2023,477,31
,,Karlen McCaffrey,Canada,Baker's Choco Chips,06/08/2023,3971.25,103
,,Kaine Padly,UK,50% Dark Bites,11/09/2023,2243.25,421
,,Jan Morforth,UK   ,Caramel Stuffed Bars,01/02/2024,6423.75,752
,,Roddy Speechley,Australia ,Mint Chip Choco,12/25/2023,2135.25,205
,,Van Tuxwell,USA,99% Dark & Pure,12/20/2023,4538.25,346
,,Dotty Strutley,USA  ,Spicy Special Slims,01/01/2024,13896,103
,,Husein Augar,UK ,99% Dark & Pure,12/08/2023,1228.5,334
,,Wilone O'Kielt,USA  ,50% Dark Bites,10/17/2023,6639.75,94
,,Dotty Strutley,Australia ,After Nines,08/24/2023,3080.25,90
,,Camilla Castle,UK ,50% Dark Bites,03/06/2023,1428.75,271
,,Jan Morforth,USA ,99% Dark & Pure,06/21/2023,7391.25,16
,,Kelci Walkden,Canada ,Baker's Choco Chips,07/28/2023,14166,277
,,Marney O'Breen,Canada   ,Almond Choco,10/03/2023,11385,188
,,Jan Morforth,India,Drinking Coco,09/25/2023,6867,280
,,Oby Sorrel,UK ,Caramel Stuffed Bars,04/26/2023,7652.25,1200
,,Oby Sorrel,New Zealand   ,50% Dark Bites,10/26/2023,7827.75,181
,,Karlen McCaffrey,Canada   ,Eclairs,11/06/2023,3703.5,572
,,Andria Kimpton,UK   ,Baker's Choco Chips,10/02/2023,4079.25,353
,,Ches Bonnell,USA ,Choco Coated Almonds,10/25/2023,1269,201
,,Jehu Rudeforth,Australia ,Orange Choco,08/23/2023,3939.75,714
,,Van Tuxwell,India ,Fruit & Nut Bars,01/03/2024,7303.5,552
,,Dennison Crosswaite,India ,Orange Choco,12/07/2023,4349.25,349
,,Madelene Upcott,USA   ,Manuka Honey Choco,09/26/2023,1035,420
,,Marney O'Breen,Australia   ,Orange Choco,02/08/2023,5112,256
,,Ches Bonnell,USA   ,Mint Chip Choco,07/11/2023,12840.75,555
,,Beverie Moffet,Canada ,Drinking Coco,04/12/2023,4626,687
,,Kaine Padly,New Zealand ,50% Dark Bites,05/22/2023,283.5,298
,,Dennison Crosswaite,UK   ,Peanut Butter Cubes,09/04/2023,2862,275
,,Oby Sorrel,India   ,99% Dark & Pure,10/30/2023,3953.25,115
,,Barr Faughny,Australia  ,50% Dark Bites,12/19/2023,6783.75,323
,,Kelci Walkden,Australia ,Fruit & Nut Bars,02/05/2024,9362.25,788
,,Mallorie Waber,UK ,White Choc,02/10/2023,5332.5,85
,,Camilla Castle,USA  ,85% Dark Bars,09/15/2023,2567.25,592
,,Madelene Upcott,Canada ,Caramel Stuffed Bars,09/11/2023,9468,675
,,Andria Kimpton,New Zealand   ,Fruit & Nut Bars,09/14/2023,2371.5,377
,,Van Tuxwell,Canada ,Eclairs,03/10/2023,2542.5,460
,,Dotty Strutley,Canada,Spicy Special Slims,06/09/2023,7845.75,385
,,Jan Morforth,India ,99% Dark & Pure,10/16/2023,6426,397
,,Brien Boise,New Zealand ,Orange Choco,07/12/2023,4437,869
,,Rafaelita Blaksland,UK ,White Choc,03/14/2023,3528,312
,,Karlen McCaffrey,USA   ,Choco Coated Almonds,02/02/2023,9139.5,38
,,Andria Kimpton,USA,Eclairs,11/22/2023,4340.25,223
,,Rafaelita Blaksland,Australia  ,99% Dark & Pure,12/11/2023,5258.25,203
,,Andria Kimpton,New Zealand ,Spicy Special Slims,12/11/2023,960.75,252
,,Beverie Moffet,India  ,Smooth Silky Salty,08/25/2023,5278.5,1
,,Van Tuxwell,India ,Drinking Coco,05/09/2023,5514.75,96
,,Gunar Cockshoot,USA,Spicy Special Slims,01/02/2024,6117.75,208
,,Wilone O'Kielt,UK   ,85% Dark Bars,07/27/2023,4956.75,254
,,Kaine Padly,Canada ,Spicy Special Slims,11/13/2023,2641.5,249
,,Karlen McCaffrey,Canada ,Spicy Special Slims,01/17/2024,2909.25,365
,,Kaine Padly,UK  ,Smooth Silky Salty,01/10/2024,5973.75,426
,,Kaine Padly,Canada   ,Manuka Honey Choco,10/06/2023,3107.25,664
,,Dotty Strutley,India  ,Peanut Butter Cubes,07/05/2023,7926.75,84
,,Kaine Padly,USA,Fruit & Nut Bars,01/11/2024,5800.5,84
,,Jehu Rudeforth,Australia  ,99% Dark & Pure,02/08/2023,8336.25,355
,,Beverie Moffet,USA ,Baker's Choco Chips,02/20/2023,3435.75,1128
,,Jehu Rudeforth,UK,Fruit & Nut Bars,06/30/2023,11925,460
,,Barr Faughny,USA   ,Milk Bars,07/11/2023,2450.25,369
,,Dennison Crosswaite,USA   ,Peanut Butter Cubes,04/24/2023,3771,199
,,Curtice Advani,Canada   ,Baker's Choco Chips,01/01/2024,4144.5,71
,,Roddy Speechley,Canada  ,Fruit & Nut Bars,07/13/2023,9204.75,112
,,Gunar Cockshoot,Canada,Mint Chip Choco,04/28/2023,10966.5,94
,,Jan Morforth,Australia  ,After Nines,04/19/2023,398.25,379
,,Dennison Crosswaite,USA   ,Baker's Choco Chips,01/23/2024,6444,1018
,,Gunar Cockshoot,USA,Orange Choco,02/01/2024,2481.75,338
,,Beverie Moffet,USA ,Raspberry Choco,03/07/2023,510.75,152
,,Rafaelita Blaksland,Australia  ,White Choc,12/04/2023,5089.5,91
,,Dotty Strutley,New Zealand ,Spicy Special Slims,11/08/2023,3116.25,206
,,Gunar Cockshoot,Canada,Fruit & Nut Bars,05/09/2023,11535.75,197
,,Beverie Moffet,New Zealand  ,70% Dark Bites,01/12/2024,4398.75,1425
,,Roddy Speechley,New Zealand  ,Baker's Choco Chips,01/25/2024,2547,24
,,Marney O'Breen,Australia ,50% Dark Bites,04/11/2023,2004.75,180
,,Jan Morforth,Australia   ,Eclairs,06/15/2023,3381.75,1354
,,Jan Morforth,USA ,Raspberry Choco,12/20/2023,6273,470
,,Dennison Crosswaite,Australia  ,Mint Chip Choco,01/31/2024,342,553
,,Curtice Advani,India,Peanut Butter Cubes,02/05/2024,6927.75,262
,,Rafaelita Blaksland,India   ,After Nines,02/01/2023,2477.25,325
,,Kelci Walkden,Canada ,Organic Choco Syrup,05/16/2023,4965.75,164
,,Kelci Walkden,India  ,Baker's Choco Chips,08/24/2023,2538,180
,,Gunar Cockshoot,Canada  ,Peanut Butter Cubes,02/06/2023,9081,32
,,Marney O'Breen,UK,Organic Choco Syrup,12/06/2023,12701.25,327
,,Ches Bonnell,USA ,85% Dark Bars,01/09/2024,2355.75,545
,,Roddy Speechley,India   ,Almond Choco,10/26/2023,5429.25,363
,,Roddy Speechley,UK   ,Smooth Silky Salty,05/31/2023,9310.5,178
,,Andria Kimpton,New Zealand,Caramel Stuffed Bars,08/01/2023,15237,339
,,Gigi Bohling,UK  ,70% Dark Bites,10/27/2023,5715,966
,,Andria Kimpton,Canada   ,70% Dark Bites,01/01/2024,12177,563
,,Mallorie Waber,Australia   ,Manuka Honey Choco,07/26/2023,10257.75,230
,,Jan Morforth,USA ,Smooth Silky Salty,04/25/2023,560.25,369
,,Rafaelita Blaksland,USA,99% Dark & Pure,05/11/2023,7647.75,37
,,Kelci Walkden,New Zealand,Choco Coated Almonds,01/10/2024,3091.5,310
,,Wilone O'Kielt,India   ,White Choc,07/19/2023,951.75,164
,,Gunar Cockshoot,Australia ,Drinking Coco,05/18/2023,4376.25,122
,,Marney O'Breen,USA   ,85% Dark Bars,05/15/2023,7503.75,299
,,Van Tuxwell,Canada ,70% Dark Bites,02/01/2024,8318.25,132
,,Ches Bonnell,India ,Milk Bars,07/20/2023,7913.25,466
,,Ches Bonnell,UK  ,Drinking Coco,02/09/2024,6885,177
,,Madelene Upcott,Canada   ,Choco Coated Almonds,08/01/2023,3917.25,104
,,Roddy Speechley,Canada,Baker's Choco Chips,07/05/2023,5537.25,941
,,Rafaelita Blaksland,Australia,Manuka Honey Choco,02/22/2024,3127.5,354
,,Husein Augar,USA  ,White Choc,10/06/2023,4194,438
,,Jan Morforth,USA ,Almond Choco,08/30/2023,3611.25,17
,,Husein Augar,Australia  ,Orange Choco,08/03/2023,11749.5,81
,,Jan Morforth,New Zealand  ,Caramel Stuffed Bars,01/12/2024,675,345
,,Brien Boise,India,Fruit & Nut Bars,02/03/2023,9252,841
,,Mallorie Waber,Australia  ,Choco Coated Almonds,07/13/2023,7571.25,228
,,Camilla Castle,Canada ,Peanut Butter Cubes,06/21/2023,3764.25,185
,,Jehu Rudeforth,India ,Peanut Butter Cubes,11/22/2023,8057.25,405
,,Husein Augar,New Zealand ,Baker's Choco Chips,02/02/2023,1869.75,853
,,Beverie Moffet,New Zealand ,Organic Choco Syrup,10/26/2023,13061.25,282
,,Jehu Rudeforth,Australia ,Almond Choco,11/21/2023,2783.25,77
,,Curtice Advani,Canada,After Nines,01/17/2024,4032,237
,,Beverie Moffet,Canada  ,99% Dark & Pure,09/05/2023,6531.75,474
,,Madelene Upcott,New Zealand   ,Caramel Stuffed Bars,11/08/2023,722.25,295
,,Roddy Speechley,USA  ,Orange Choco,01/09/2024,11216.25,158
,,Roddy Speechley,Canada   ,Raspberry Choco,04/07/2023,12552.75,340
,,Curtice Advani,Canada ,Spicy Special Slims,08/04/2023,528.75,139
,,Husein Augar,Canada   ,Manuka Honey Choco,01/22/2024,2585.25,198
,,Brien Boise,New Zealand ,50% Dark Bites,05/30/2023,1408.5,436
,,Barr Faughny,India   ,Peanut Butter Cubes,02/21/2024,5256,42
,,Roddy Speechley,Canada,50% Dark Bites,08/18/2023,3012.75,140
,,Karlen McCaffrey,India,Smooth Silky Salty,03/14/2023,5447.25,552
,,Oby Sorrel,USA  ,85% Dark Bars,02/19/2024,4882.5,480
,,Jan Morforth,Australia   ,White Choc,05/08/2023,4398.75,689
,,Jehu Rudeforth,Australia  ,Smooth Silky Salty,08/03/2023,868.5,455
,,Roddy Speechley,Canada  ,Drinking Coco,07/10/2023,6891.75,398
,,Gigi Bohling,USA  ,Fruit & Nut Bars,08/18/2023,7857,43
,,Karlen McCaffrey,USA   ,Raspberry Choco,08/16/2023,7787.25,270
,,Beverie Moffet,New Zealand,Eclairs,10/17/2023,2461.5,96
,,Camilla Castle,India  ,Baker's Choco Chips,07/11/2023,9148.5,822
,,Kaine Padly,Australia   ,Almond Choco,12/01/2023,4794.75,449
,,Brien Boise,USA ,Raspberry Choco,10/10/2023,9373.5,1510
,,Rafaelita Blaksland,India ,Spicy Special Slims,08/11/2023,14595.75,275
,,Madelene Upcott,Canada,Mint Chip Choco,10/20/2023,5280.75,812
,,Dennison Crosswaite,Australia   ,Drinking Coco,03/23/2023,6030,260
,,Curtice Advani,India ,Drinking Coco,10/13/2023,5584.5,219
,,Barr Faughny,USA,Drinking Coco,02/07/2023,4853.25,14
,,Andria Kimpton,Australia   ,Milk Bars,12/14/2023,2747.25,141
,,Karlen McCaffrey,Australia,Peanut Butter Cubes,10/25/2023,3615.75,461
,,Van Tuxwell,UK   ,After Nines,06/30/2023,6077.25,150
,,Barr Faughny,New Zealand ,Smooth Silky Salty,08/18/2023,2677.5,4
,,Curtice Advani,USA   ,Raspberry Choco,02/17/2023,2214,1111
,,Beverie Moffet,UK   ,Manuka Honey Choco,09/25/2023,5690.25,205
,,Roddy Speechley,Australia,Almond Choco,09/26/2023,128.25,222
,,Oby Sorrel,USA   ,Almond Choco,12/25/2023,8259.75,135
,,Kaine Padly,New Zealand,Spicy Special Slims,08/01/2023,1674,254
,,Jan Morforth,Australia  ,Almond Choco,11/08/2023,7323.75,953
,,Madelene Upcott,USA,White Choc,04/04/2023,7101,81
,,Marney O'Breen,New Zealand  ,Orange Choco,04/25/2023,3802.5,421
,,Wilone O'Kielt,USA,Peanut Butter Cubes,11/07/2023,8444.25,89
,,Rafaelita Blaksland,UK   ,Organic Choco Syrup,09/15/2023,3075.75,263
,,Wilone O'Kielt,India ,Peanut Butter Cubes,04/20/2023,3636,89
,,Oby Sorrel,India ,Peanut Butter Cubes,08/11/2023,6810.75,256
,,Kelci Walkden,New Zealand,After Nines,01/12/2024,12237.75,107
,,Brien Boise,Canada   ,Baker's Choco Chips,02/19/2024,1485,298
,,Gigi Bohling,Australia   ,Orange Choco,05/09/2023,14089.5,199
,,Camilla Castle,USA   ,Mint Chip Choco,01/22/2024,3669.75,400
,,Brien Boise,Australia  ,99% Dark & Pure,10/09/2023,9515.25,241
,,Van Tuxwell,India  ,Spicy Special Slims,08/04/2023,13648.5,132
,,Gigi Bohling,USA ,White Choc,12/22/2023,7105.5,486
,,Brien Boise,India,Peanut Butter Cubes,11/06/2023,8619.75,252
,,Kaine Padly,New Zealand  ,Manuka Honey Choco,04/11/2023,1678.5,1
,,Gigi Bohling,India ,99% Dark & Pure,09/21/2023,9513,35
,,Ches Bonnell,India,Spicy Special Slims,05/11/2023,3350.25,105
,,Van Tuxwell,New Zealand,Organic Choco Syrup,12/18/2023,180,582
,,Barr Faughny,Australia   ,85% Dark Bars,02/28/2024,4430.25,423
,,Karlen McCaffrey,India,Almond Choco,11/29/2023,4698,616
,,Madelene Upcott,UK  ,Almond Choco,06/02/2023,19851.75,200
,,Mallorie Waber,India   ,Organic Choco Syrup,06/19/2023,6590.25,15
,,Curtice Advani,Canada ,Drinking Coco,05/08/2023,5001.75,664
,,Beverie Moffet,Canada ,Raspberry Choco,09/13/2023,609.75,644
,,Madelene Upcott,Australia   ,After Nines,12/26/2023,11225.25,339
,,Roddy Speechley,India  ,Smooth Silky Salty,02/16/2024,5478.75,411
,,Beverie Moffet,India   ,Peanut Butter Cubes,02/15/2024,7706.25,264
,,Kaine Padly,USA ,Drinking Coco,05/23/2023,4932,195
,,Beverie Moffet,Australia ,Smooth Silky Salty,02/16/2024,735.75,983
,,Jan Morforth,USA  ,Eclairs,03/22/2023,9258.75,162
,,Brien Boise,UK   ,Peanut Butter Cubes,12/08/2023,5652,418
,,Rafaelita Blaksland,India  ,Fruit & Nut Bars,09/20/2023,560.25,563
,,Dennison Crosswaite,UK   ,Raspberry Choco,07/28/2023,3145.5,1109
,,Gunar Cockshoot,New Zealand,Baker's Choco Chips,06/07/2023,756,207
,,Camilla Castle,New Zealand  ,Manuka Honey Choco,11/30/2023,2621.25,287
,,Madelene Upcott,India  ,Baker's Choco Chips,08/18/2023,6862.5,961
,,Camilla Castle,Australia,Raspberry Choco,02/20/2023,7193.25,179
,,Madelene Upcott,Canada  ,Milk Bars,02/05/2024,5206.5,425
,,Jan Morforth,UK  ,70% Dark Bites,10/16/2023,3168,893
,,Camilla Castle,UK  ,Raspberry Choco,07/27/2023,3924,879
,,Barr Faughny,India   ,85% Dark Bars,11/22/2023,5836.5,169
,,Andria Kimpton,India,After Nines,02/26/2024,5352.75,226
,,Husein Augar,New Zealand,After Nines,08/28/2023,8250.75,826
,,Wilone O'Kielt,New Zealand ,Manuka Honey Choco,10/19/2023,481.5,30
,,Dotty Strutley,Australia   ,Drinking Coco,02/16/2024,5418,21
,,Rafaelita Blaksland,New Zealand   ,Manuka Honey Choco,11/08/2023,1635.75,113
,,Brien Boise,UK,70% Dark Bites,03/06/2023,1482.75,999
,,Marney O'Breen,Australia,Manuka Honey Choco,12/26/2023,4455,26
,,Gunar Cockshoot,Australia   ,Mint Chip Choco,08/07/2023,4149,166
,,Gigi Bohling,USA  ,Peanut Butter Cubes,01/25/2024,6576.75,193
,,Kelci Walkden,USA ,Choco Coated Almonds,08/11/2023,4522.5,78
,,Dotty Strutley,New Zealand   ,Caramel Stuffed Bars,12/01/2023,6079.5,312
,,Rafaelita Blaksland,Canada,Spicy Special Slims,01/31/2024,10185.75,581
,,Kaine Padly,USA ,Peanut Butter Cubes,08/24/2023,2929.5,26
,,Mallorie Waber,UK   ,After Nines,02/10/2023,5856.75,54
,,Marney O'Breen,New Zealand,50% Dark Bites,08/29/2023,38.25,15
,,Jehu Rudeforth,New Zealand,Baker's Choco Chips,06/21/2023,6655.5,552
,,Barr Faughny,Australia   ,Choco Coated Almonds,06/13/2023,5249.25,111
,,Oby Sorrel,Australia  ,After Nines,02/06/2023,8221.5,554
,,Karlen McCaffrey,USA,Fruit & Nut Bars,02/15/2024,1890,235
,,Husein Augar,India,99% Dark & Pure,08/22/2023,7701.75,26
,,Oby Sorrel,India   ,70% Dark Bites,07/06/2023,5301,613
